Year and Quarter,Analysis,Department_Type_Matrix,Compound,Units,xqcorgconc,Target,Actual,Percent Rec.,Date,Batch ID,Sample ID
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Ethylbenzene,ppbv,0,0.2,0.2335,116.8,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"p,m-Xylene",ppbv,0,0.4,0.4519,113,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Bromoform,ppbv,0,0.2,0.2126,106.3,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Styrene,ppbv,0,0.2,0.2167,108.4,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"1,1,2,2-Tetrachloroethane",ppbv,0,0.2,0.229,114.5,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,o-Xylene,ppbv,0,0.2,0.2332,116.6,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Isopropylbenzene,ppbv,0,0.2,0.2312,115.6,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,n-Propylbenzene,ppbv,0,0.2,0.209,104.5,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,2-Chlorotoluene,ppbv,0,0.2,0.227,113.5,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,4-Ethyltoluene,ppbv,0,0.2,0.2013,100.6,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"1,3,5-Trimethylbenzene",ppbv,0,0.2,0.217,108.5,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,tert-Butylbenzene,ppbv,0,0.2,0.2406,120.3,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"1,2,4-Trimethylbenzene",ppbv,0,0.2,0.2146,107.3,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,sec-Butylbenzene,ppbv,0,0.2,0.2313,115.7,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"1,3-Dichlorobenzene",ppbv,0,0.2,0.2211,110.6,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Benzyl chloride,ppbv,0,0.2,0.233,116.5,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"1,4-Dichlorobenzene",ppbv,0,0.2,0.2068,103.4,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,o-Isopropyltoluene,ppbv,0,0.2,0.2197,109.9,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"1,2-Dichlorobenzene",ppbv,0,0.2,0.2271,113.6,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,n-Butylbenzene,ppbv,0,0.2,0.1814,90.7,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,"1,2,4-Trichlorobenzene",ppbv,0,0.2,0.0773,38.7,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Naphthalene,ppbv,0,0.2,0.0521,26.1,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR1,Hexachlorobutadiene,ppbv,0,0.2,0.2088,104.4,12/12/2024,241211A8,241211A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Propylene,ppbv,0,0.2,1.4148,707.4,12/13/2024,241212A8,241212A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Dichlorodifluoromethane,ppbv,0,0.2,0.2185,109.3,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Chloromethane,ppbv,0,2,2.0817,104.1,12/13/2024,241212A8,241212A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Freon 114,ppbv,0,0.2,0.2464,123.2,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Vinyl chloride,ppbv,0,0.2,0.1615,80.8,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"1,3-Butadiene",ppbv,0,2,2.229,111.5,12/13/2024,241212A8,241212A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Bromomethane,ppbv,0,0.2,0.1792,89.6,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Chloroethane,ppbv,0,2,2.3763,118.8,12/13/2024,241212A8,241212A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Ethanol,ppbv,0,2,1.993,99.7,12/13/2024,241212A8,241212A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Vinyl Bromide,ppbv,0,0.2,0.242,121,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Trichlorofluoromethane,ppbv,0,0.2,0.2291,114.6,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Acrolein,ppbv,0,2,1.925,96.3,12/13/2024,241212A8,241212A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Acetonitrile,ppbv,0,2,2.47,123.5,12/13/2024,241212A8,241212A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Isopropyl Alcohol,ppbv,0,0.2,0.2867,143.4,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Acetone,ppbv,0,2,2.1131,105.7,12/13/2024,241212A8,241212A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"1,1-Dichloroethene",ppbv,0,0.2,0.2012,100.6,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Acrylonitrile,ppbv,0,2,2.5036,125.2,12/13/2024,241212A8,241212A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,tert-Butyl alcohol,ppbv,0,0.2,0.2441,122.1,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Methylene chloride,ppbv,0,2,2.1422,107.1,12/13/2024,241212A8,241212A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Freon 113,ppbv,0,0.2,0.2439,122,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,3-Chloropropene,ppbv,0,2,3.299,165,12/13/2024,241212A8,241212A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Carbon disulfide,ppbv,0,2,2.2474,112.4,12/13/2024,241212A8,241212A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"trans-1,2-Dichloroethene",ppbv,0,0.2,0.2139,107,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,tert-Methyl butyl ether (MTBE),ppbv,0,0.2,0.2282,114.1,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"1,1-Dichloroethane",ppbv,0,0.2,0.2491,124.5,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Vinyl acetate,ppbv,0,2,2.2614,113.1,12/13/2024,241212A8,241212A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Hexane,ppbv,0,0.2,0.2143,107.2,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,2-Butanone (MEK),ppbv,0,2,2.1953,109.8,12/13/2024,241212A8,241212A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"cis-1,2-Dichloroethene",ppbv,0,0.2,0.1985,99.3,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Chloroform,ppbv,0,0.2,0.2422,121.1,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,ethyl acetate,ppbv,0,2,1.6863,84.3,12/13/2024,241212A8,241212A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Tetrahydrofuran,ppbv,0,0.2,0.2377,118.9,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"1,2-Dichloroethane",ppbv,0,0.2,0.2177,108.9,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"1,1,1-Trichloroethane",ppbv,0,0.2,0.2171,108.6,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Cyclohexane,ppbv,0,0.2,0.2325,116.3,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Carbon tetrachloride,ppbv,0,0.2,0.2412,120.6,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Benzene,ppbv,0,0.2,0.2323,116.2,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,tert-Amyl methyl ether,ppbv,0,0.2,0.1656,82.8,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"2,2,4-Trimethylpentane",ppbv,0,0.2,0.2091,104.5,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Heptane,ppbv,0,0.2,0.2049,102.5,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"1,2-Dichloropropane",ppbv,0,0.2,0.3287,164.4,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Trichloroethene,ppbv,0,0.2,0.2506,125.3,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Bromodichloromethane,ppbv,0,0.2,0.2233,111.6,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"1,4-Dioxane",ppbv,0,0.2,0.348,174,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Methyl methacrylate,ppbv,0,0.2,0.2245,112.3,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"cis-1,3-Dichloropropene",ppbv,0,0.2,0.2032,101.6,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,4-Methyl-2-pentanone (MIBK),ppbv,0,2,1.9852,99.3,12/13/2024,241212A8,241212A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"trans-1,3-Dichloropropene",ppbv,0,0.2,0.2016,100.8,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"1,1,2-Trichloroethane",ppbv,0,0.2,0.2145,107.3,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Toluene,ppbv,0,0.2,0.2388,119.4,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,2-Hexanone,ppbv,0,2,1.9576,97.9,12/13/2024,241212A8,241212A8.LOQ020
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Dibromochloromethane,ppbv,0,0.2,0.2221,111,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"1,2-Dibromoethane",ppbv,0,0.2,0.2151,107.5,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Tetrachloroethene,ppbv,0,0.2,0.2535,126.7,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"1,1,1,2-Tetrachloroethane",ppbv,0,0.2,0.231,115.5,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Chlorobenzene,ppbv,0,0.2,0.2337,116.9,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Ethylbenzene,ppbv,0,0.2,0.2294,114.7,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"p,m-Xylene",ppbv,0,0.2,0.4469,223.5,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Bromoform,ppbv,0,0.2,0.2216,110.8,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Styrene,ppbv,0,0.2,0.2279,114,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"1,1,2,2-Tetrachloroethane",ppbv,0,0.2,0.2375,118.7,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,o-Xylene,ppbv,0,0.2,0.2406,120.3,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Isopropylbenzene,ppbv,0,0.2,0.2257,112.9,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,n-Propylbenzene,ppbv,0,0.2,0.2287,114.4,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,2-Chlorotoluene,ppbv,0,0.2,0.2295,114.8,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,4-Ethyltoluene,ppbv,0,0.2,0.2145,107.3,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"1,3,5-Trimethylbenzene",ppbv,0,0.2,0.2154,107.7,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,tert-Butylbenzene,ppbv,0,0.2,0.23,115,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"1,2,4-Trimethylbenzene",ppbv,0,0.2,0.2096,104.8,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,sec-Butylbenzene,ppbv,0,0.2,0.2302,115.1,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"1,3-Dichlorobenzene",ppbv,0,0.2,0.2036,101.8,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Benzyl chloride,ppbv,0,0.2,0.1744,87.2,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"1,4-Dichlorobenzene",ppbv,0,0.2,0.2083,104.2,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,o-Isopropyltoluene,ppbv,0,0.2,0.2223,111.2,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"1,2-Dichlorobenzene",ppbv,0,0.2,0.2152,107.6,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,n-Butylbenzene,ppbv,0,0.2,0.1893,94.6,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,"1,2,4-Trichlorobenzene",ppbv,0,0.2,0.0836,41.8,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Naphthalene,ppbv,0,0.2,0.0569,28.4,12/13/2024,241212A8,241212A8.LOQ002
2024_QTR4_LOD_LOQ,TO15,LOQ_AIR2,Hexachlorobutadiene,ppbv,0,0.2,0.2096,104.8,12/13/2024,241212A8,241212A8.LOQ002
